الملف (قبل النقل)	السطر	قبل	بعد	السبب	المرات
المجلد-الحادي-عشر/المرجع-الأول-بنك-الأخطاء/ف07-المقابلات-والخطابة-والإعلام-والعلماء.md	297	أعد صياغة ما يأتي بما يناسب المنصة المذكورة:	أعد صياغة ما يأتي بما يناسب المقام المذكور:	«المنصّات» اسم المرحلة الثالثة (المجلدان ٨–٩) لا يسع الإعلام؛ والأربعة هنا مقامات (الباب ١١٢ح)	1
المجلد-الحادي-عشر/المرجع-الأول-بنك-الأخطاء/ف07-المقابلات-والخطابة-والإعلام-والعلماء.md	318	**هذه المنصات الأربع تشترك في محدودية الفرصة**	**هذه المقامات الأربعة تشترك في محدودية الفرصة**	«المنصّات» اسم المرحلة الثالثة (المجلدان ٨–٩) لا يسع الإعلام؛ والأربعة هنا مقامات (الباب ١١٢ح)	1
المجلد-الحادي-عشر/المرجع-الأول-بنك-الأخطاء/ف07-المقابلات-والخطابة-والإعلام-والعلماء.md	13	لأن طبيعة هذه المنصات تجعل الخطأ الواحد	لأن طبيعة هذه المقامات تجعل الخطأ الواحد	«المنصّات» اسم المرحلة الثالثة (المجلدان ٨–٩) لا يسع الإعلام؛ والأربعة هنا مقامات (الباب ١١٢ح)	1
المجلد-الأول/الافتتاحية/18-كيف-تقرأ-المجلدات-وعهد-المؤلف.md	11	ففيه المعيار الذي يوزن به الكلام، وأركانه، ومطابقة مقتضى الحال، والسماع الذي تُبنى عليه الملكة.	ففيه المعيار الذي يوزن به الكلام وأركانه، ويضع أصلين يُبنى عليهما ما بعده ولا يستوفيهما: مطابقةَ مقتضى الحال، ويُبسط بابها في «المقام»؛ والسماعَ الذي تُبنى عليه الملكة، ويعود في «اللسان» ثم في «التمكين».	مراجعة المؤلف للنسخة: «الأصول» يؤسّس للمقام والسماع ولا يستنفدهما	1
المجلد-الثاني/الباب-الثاني/ف02-أ-المدخل-والصفات.md	1	# الفصل الثاني: صفات الحروف التي يحتاجها المتحدث⏎	# الفصل الثاني: صفات الحروف التي يحتاجها المتحدث⏎<!-- head: صفات الحروف -->⏎	رأسٌ جارٍ مختصر من ألفاظ العنوان (الباب ١١٧ب)	1
المجلد-الثاني/الباب-الثاني/ف06-أ-المدخل-وحروف-الذلاقة.md	1	# الفصل السادس: الراء واللام والنون والميم والباء والفاء⏎	# الفصل السادس: الراء واللام والنون والميم والباء والفاء⏎<!-- head: الراء واللام والنون والميم -->⏎	رأسٌ جارٍ مختصر من ألفاظ العنوان (الباب ١١٧ب)	1
المجلد-الثاني/الباب-الثاني/ف07-أ-المدخل-والدرسان.md	1	# الفصل السابع: التفخيم والترقيق في الكلام العام⏎	# الفصل السابع: التفخيم والترقيق في الكلام العام⏎<!-- head: التفخيم والترقيق -->⏎	رأسٌ جارٍ مختصر من ألفاظ العنوان (الباب ١١٧ب)	1
المجلد-الثاني/الباب-الثاني/ف08-أ-المدخل-والدرسان.md	1	# الفصل الثامن: الحركات والمدود والتنوين والسكون⏎	# الفصل الثامن: الحركات والمدود والتنوين والسكون⏎<!-- head: الحركات والمدود -->⏎	رأسٌ جارٍ مختصر من ألفاظ العنوان (الباب ١١٧ب)	1
المجلد-الثاني/الباب-الثاني/ف09-أ-المدخل-والدرسان.md	1	# الفصل التاسع: الهمز والتشديد والإدغام في الكلام اليومي⏎	# الفصل التاسع: الهمز والتشديد والإدغام في الكلام اليومي⏎<!-- head: الهمز والتشديد والإدغام -->⏎	رأسٌ جارٍ مختصر من ألفاظ العنوان (الباب ١١٧ب)	1
المجلد-الثاني/الباب-الثاني/ف11-أ-المدخل-والدرسان.md	1	# الفصل الحادي عشر: الصوت الإنساني، الارتفاع والطبقة والسرعة والسكتة والنبر والإيقاع والوضوح⏎	# الفصل الحادي عشر: الصوت الإنساني، الارتفاع والطبقة والسرعة والسكتة والنبر والإيقاع والوضوح⏎<!-- head: الصوت الإنساني -->⏎	رأسٌ جارٍ مختصر من ألفاظ العنوان (الباب ١١٧ب)	1
المجلد-الثالث/الباب-الثالث/ف02-أ-المطابقة.md	1	# الفصل الثاني: أخطاء النحو الأكثر ظهورًا في الكلام⏎	# الفصل الثاني: أخطاء النحو الأكثر ظهورًا في الكلام⏎<!-- head: أخطاء النحو الأكثر ظهورًا -->⏎	رأسٌ جارٍ مختصر من ألفاظ العنوان (الباب ١١٧ب)	1
المجلد-الثالث/الباب-الثالث/ف04-أ-التذكير-والتأنيث-والعدد.md	1	# الفصل الرابع: التذكير والتأنيث، والعدد والمعدود، والإضافة⏎	# الفصل الرابع: التذكير والتأنيث، والعدد والمعدود، والإضافة⏎<!-- head: التذكير والتأنيث والعدد -->⏎	رأسٌ جارٍ مختصر من ألفاظ العنوان (الباب ١١٧ب)	1
المجلد-الثالث/الباب-الثالث/ف06-أ-أثر-اللغات-المحلية.md	1	# الفصل السادس: أثر اللغات المحلية في ترتيب الجملة والتعبير⏎	# الفصل السادس: أثر اللغات المحلية في ترتيب الجملة والتعبير⏎<!-- head: أثر اللغات المحلية -->⏎	رأسٌ جارٍ مختصر من ألفاظ العنوان (الباب ١١٧ب)	1
المجلد-الخامس/الباب-الخامس/ف08-أ-التهدئة-وحفظ-الكرامة.md	1	# الفصل الثامن: مخاطبة الغاضب والمعترض والمسيء⏎	# الفصل الثامن: مخاطبة الغاضب والمعترض والمسيء⏎<!-- head: مخاطبة الغاضب والمعترض -->⏎	رأسٌ جارٍ مختصر من ألفاظ العنوان (الباب ١١٧ب)	1
المجلد-السادس/الباب-السادس/ف01-السلام-والبشاشة-والاستماع.md	1	# الفصل الأول: السلام والبشاشة وحسن الاستماع⏎	# الفصل الأول: السلام والبشاشة وحسن الاستماع⏎<!-- head: السلام والبشاشة -->⏎	رأسٌ جارٍ مختصر من ألفاظ العنوان (الباب ١١٧ب)	1
المجلد-السادس/الباب-السادس/ف04-أ-المدخل-والدرس-الأول.md	1	# الفصل الرابع: الاستئذان وطلب المساعدة ورفض الطلب بأدب⏎	# الفصل الرابع: الاستئذان وطلب المساعدة ورفض الطلب بأدب⏎<!-- head: الاستئذان وطلب المساعدة -->⏎	رأسٌ جارٍ مختصر من ألفاظ العنوان (الباب ١١٧ب)	1
المجلد-السادس/الباب-السادس/ف07-أ-المدخل-والدرس-الأول.md	1	# الفصل السابع: تجنّب السخرية والاحتقار والمقاطعة ورفع الصوت⏎	# الفصل السابع: تجنّب السخرية والاحتقار والمقاطعة ورفع الصوت⏎<!-- head: تجنّب السخرية والاحتقار -->⏎	رأسٌ جارٍ مختصر من ألفاظ العنوان (الباب ١١٧ب)	1
المجلد-السادس/الباب-السادس/ف08-أ-المدخل-والدرس-الأول.md	1	# الفصل الثامن: لغة الجسد: النظر واليدان والجلسة والوقفة والابتسامة⏎	# الفصل الثامن: لغة الجسد: النظر واليدان والجلسة والوقفة والابتسامة⏎<!-- head: لغة الجسد -->⏎	رأسٌ جارٍ مختصر من ألفاظ العنوان (الباب ١١٧ب)	1
المجلد-السادس/الباب-السادس/ف09-أ-المدخل-والدرس-الأول.md	1	# الفصل التاسع: كيف تكون محبوبًا في مجلس العلم والوظيفة والمجتمع؟⏎	# الفصل التاسع: كيف تكون محبوبًا في مجلس العلم والوظيفة والمجتمع؟⏎<!-- head: كيف تكون محبوبًا؟ -->⏎	رأسٌ جارٍ مختصر من ألفاظ العنوان (الباب ١١٧ب)	1
المجلد-الثامن/الباب-الثامن/ف02-أ-إظهار-العلم-ومخاطبة-الكبير.md	1	# الفصل الثاني: أخطاء المستعرب في مجلس العلماء⏎	# الفصل الثاني: أخطاء المستعرب في مجلس العلماء⏎<!-- head: أخطاء المستعرب -->⏎	رأسٌ جارٍ مختصر من ألفاظ العنوان (الباب ١١٧ب)	1
المجلد-الثامن/الباب-الثامن/ف03-أ-المدخل-وحوار-اللقاء-الأول.md	1	# الفصل الثالث: القادم إلى بلد أو مؤسسة جديدة⏎	# الفصل الثالث: القادم إلى بلد أو مؤسسة جديدة⏎<!-- head: القادم إلى بلد أو مؤسسة -->⏎	رأسٌ جارٍ مختصر من ألفاظ العنوان (الباب ١١٧ب)	1
المجلد-الثامن/الباب-الثامن/ف04-أ-المدخل-ومجلس-القسم.md	1	# الفصل الرابع: مجالس الجامعة: القسم العلمي، ومناقشة الرسائل، والندوات⏎	# الفصل الرابع: مجالس الجامعة: القسم العلمي، ومناقشة الرسائل، والندوات⏎<!-- head: مجالس الجامعة -->⏎	رأسٌ جارٍ مختصر من ألفاظ العنوان (الباب ١١٧ب)	1
المجلد-الثامن/الباب-الثامن/ف05-أ-المدخل-والتهنئة-والتعزية.md	1	# الفصل الخامس: المناسبات الاجتماعية: الأعراس والتعازي والزيارات⏎	# الفصل الخامس: المناسبات الاجتماعية: الأعراس والتعازي والزيارات⏎<!-- head: المناسبات الاجتماعية -->⏎	رأسٌ جارٍ مختصر من ألفاظ العنوان (الباب ١١٧ب)	1
المجلد-الثامن/الباب-التاسع/ف05-أ-العطل-وضيق-الوقت.md	1	# الفصل الخامس: الارتجال على المنصة وإدارة الوقت والتعامل مع الأسئلة⏎	# الفصل الخامس: الارتجال على المنصة وإدارة الوقت والتعامل مع الأسئلة⏎<!-- head: الارتجال على المنصة -->⏎	رأسٌ جارٍ مختصر من ألفاظ العنوان (الباب ١١٧ب)	1
المجلد-التاسع/الباب-العاشر/ف02-أ-الدرس-التجريبي.md	1	# الفصل الثاني: مقابلة التدريس والمقابلة الأكاديمية⏎	# الفصل الثاني: مقابلة التدريس والمقابلة الأكاديمية⏎<!-- head: مقابلة التدريس -->⏎	رأسٌ جارٍ مختصر من ألفاظ العنوان (الباب ١١٧ب)	1
